product_id,product_name,product_price,reviews,created_by,environmental impact,labor rights,animal welfare,corporate governance,sentiment,sentiment_score,category
EL100039,Electronics Million 39,12.47,"Battery life is excellent and long-lasting. | Build quality feels cheap. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Performance is smooth and fast. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Compact design and very lightweight.","Cordova, Holmes and Freeman",45,67,86,78,positive,88,Electronics
EL100040,Electronics When 40,825.81,"Performance is smooth and fast. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Build quality feels cheap. | Stopped working after a few weeks. | Very easy to set up and operate. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting.","Robinson, Avery and Jones",37,68,72,58,neutral,60,Electronics
EL100041,Electronics Difference 41,202.85,"Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Poor sound quality, not satisfied.",Burton Ltd,55,21,94,73,negative,12,Electronics
EL100042,Electronics Throw 42,192.06,"Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Compact design and very lightweight. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting.",Watson-Kent,27,33,67,67,positive,85,Electronics
EL100043,Electronics Garden 43,476.46,"Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth.",Thornton-Paul,37,36,61,56,neutral,67,Electronics
EL100044,Electronics Upon 44,847.61,"Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Compact design and very lightweight. | Build quality feels cheap. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Exceeded my expectations, fantastic product.",Ho and Sons,77,50,66,67,negative,4,Electronics
EL100045,Electronics Spring 45,428.6,"Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Build quality feels cheap. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Great value for the price, highly recommend.","Thompson, Garcia and Richard",51,29,61,87,positive,89,Electronics
EL100046,Electronics Single 46,417.03,"Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Display is sharp and vibrant. | Compact design and very lightweight.",Chang-Heath,68,89,21,97,neutral,68,Electronics
EL100047,Electronics Prove 47,752.9,"Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Build quality feels cheap. | Stopped working after a few weeks. | Performance is smooth and fast. | Display is sharp and vibrant. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Overheats quickly after continuous use.",Chung Ltd,67,56,25,96,negative,21,Electronics
EL100048,Electronics Sign 48,331.5,"Build quality feels cheap. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use.",Alvarado-Patterson,90,83,65,46,positive,85,Electronics
EL100049,Electronics Front 49,859.92,"Poor sound quality, not satisfied. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Stopped working after a few weeks. | Compact design and very lightweight. | Very easy to set up and operate. | Overheats quickly after continuous use. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth.","Ortega, Gutierrez and Evans",84,49,85,46,neutral,52,Electronics
EL100050,Electronics Blood 50,879.68,"Exceeded my expectations, fantastic product. | Build quality feels cheap. | Performance is smooth and fast. | Stopped working after a few weeks. | Very easy to set up and operate. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Display is sharp and vibrant.","Lucas, Lee and Cole",52,53,100,91,negative,3,Electronics
EL100051,Electronics Thousand 51,136.79,"Display is sharp and vibrant. | Compact design and very lightweight. | Very easy to set up and operate. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Performance is smooth and fast. | Overheats quickly after continuous use. | Poor sound quality, not satisfied.",Powers-Garcia,69,37,59,82,positive,86,Electronics
EL100052,Electronics System 52,368.47,"Build quality feels cheap. | Performance is smooth and fast. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Very easy to set up and operate. | Battery life is excellent and long-lasting.","Foster, Juarez and Blackwell",23,82,77,71,neutral,61,Electronics
EL100053,Electronics Energy 53,840.76,"Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Display is sharp and vibrant. | Very easy to set up and operate.","Mcfarland, Davenport and Liu",55,68,97,66,negative,15,Electronics
EL100054,Electronics Walk 54,244.01,"Very easy to set up and operate. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Performance is smooth and fast. | Overheats quickly after continuous use. | Build quality feels cheap. | Display is sharp and vibrant. | Battery life is excellent and long-lasting.",Howard-Farrell,47,75,93,40,positive,83,Electronics
EL100055,Electronics Change 55,72.25,"Display is sharp and vibrant. | Stopped working after a few weeks. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate.","Johnson, Riley and Guerrero",22,77,52,76,neutral,56,Electronics
EL100056,Electronics Along 56,604.8,"Build quality feels cheap. | Very easy to set up and operate. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Compact design and very lightweight. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Performance is smooth and fast.","Johnson, Armstrong and Williams",25,46,81,94,negative,36,Electronics
EL100057,Electronics Myself 57,992.71,"Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Stopped working after a few weeks. | Display is sharp and vibrant. | Compact design and very lightweight. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied.",Jones-Snyder,64,74,31,61,positive,81,Electronics
EL100058,Electronics Keep 58,596.77,"Compact design and very lightweight. | Very easy to set up and operate. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth.",Gibson Inc,42,38,68,67,neutral,65,Electronics
